                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.42009,                 0.3084,                0.79349,                0.77688,                0.68791,                0.73952,                0.58745,                 0.3682,                0.30222,                0.78026,              0.0010916,              0.0010916,              0.0010916
                    162,                0.41773,                0.30525,                0.79095,                0.78386,                0.69057,                0.74461,                0.59194,                0.36775,                0.30041,                0.78016,              0.0010454,              0.0010454,              0.0010454
                    163,                0.41686,                0.30671,                0.78971,                0.78633,                0.69254,                0.74858,                0.59559,                  0.367,                0.29914,                0.78008,              0.0010002,              0.0010002,              0.0010002
                    164,                0.41704,                0.30542,                0.79072,                0.78801,                0.69699,                0.75274,                0.59938,                0.36644,                0.29787,                0.77997,             0.00095595,             0.00095595,             0.00095595
                    165,                0.41549,                0.30195,                0.78951,                0.80181,                0.69566,                0.75674,                0.60371,                0.36582,                0.29666,                0.77991,             0.00091275,             0.00091275,             0.00091275
                    166,                0.41796,                0.30526,                0.79283,                0.80359,                0.69781,                0.76001,                0.60656,                 0.3653,                 0.2959,                0.77981,             0.00087058,             0.00087058,             0.00087058
                    167,                0.41585,                0.30417,                0.78928,                0.81077,                0.69938,                0.76341,                0.61002,                0.36486,                0.29471,                0.77971,             0.00082943,             0.00082943,             0.00082943
                    168,                0.41658,                0.30295,                0.79125,                0.81279,                0.70103,                0.76732,                 0.6125,                0.36444,                0.29354,                0.77964,             0.00078933,             0.00078933,             0.00078933
                    169,                0.41136,                0.29896,                 0.7916,                0.81485,                0.70261,                0.77065,                 0.6163,                0.36402,                0.29247,                0.77958,             0.00075027,             0.00075027,             0.00075027
                    170,                0.41367,                0.30045,                0.79225,                 0.8142,                0.70713,                  0.774,                0.61962,                0.36336,                0.29127,                 0.7795,             0.00071228,             0.00071228,             0.00071228
                    171,                0.41352,                0.30103,                0.79094,                0.81391,                 0.7119,                0.77698,                0.62289,                 0.3628,                0.29011,                0.77941,             0.00067536,             0.00067536,             0.00067536
                    172,                0.41085,                0.29823,                0.79195,                0.82005,                0.71413,                0.78013,                0.62557,                0.36248,                0.28902,                0.77929,             0.00063952,             0.00063952,             0.00063952
                    173,                0.41258,                0.30047,                0.79194,                0.82714,                0.71687,                 0.7832,                0.62898,                0.36209,                0.28858,                0.77911,             0.00060476,             0.00060476,             0.00060476
                    174,                 0.4119,                0.29635,                0.79072,                 0.8292,                0.71895,                0.78633,                0.63128,                0.36147,                0.28772,                0.77906,             0.00057111,             0.00057111,             0.00057111
                    175,                0.40759,                0.29419,                0.79096,                0.83095,                0.72074,                0.78861,                0.63278,                0.36128,                0.28697,                0.77896,             0.00053855,             0.00053855,             0.00053855
                    176,                0.40742,                0.29376,                0.79091,                0.83064,                0.72361,                0.79086,                  0.635,                0.36139,                0.28669,                0.77882,             0.00050711,             0.00050711,             0.00050711
                    177,                0.41066,                0.29439,                0.79291,                 0.8327,                0.72543,                0.79264,                0.63766,                0.36115,                0.28599,                0.77882,              0.0004768,              0.0004768,              0.0004768
                    178,                0.40422,                0.29039,                0.79148,                0.83618,                0.72801,                0.79487,                0.63939,                0.36108,                0.28548,                0.77873,             0.00044761,             0.00044761,             0.00044761
                    179,                 0.4068,                0.29085,                0.79051,                0.83628,                0.73185,                0.79658,                0.64105,                0.36091,                0.28475,                0.77868,             0.00041955,             0.00041955,             0.00041955
                    180,                0.40164,                0.29003,                0.79097,                0.83871,                 0.7338,                0.79835,                0.64325,                0.36036,                 0.2841,                0.77862,             0.00039264,             0.00039264,             0.00039264
                    181,                0.40547,                0.28937,                0.79083,                0.84379,                0.73448,                0.80049,                0.64499,                0.36017,                0.28329,                0.77845,             0.00036688,             0.00036688,             0.00036688
                    182,                0.40115,                0.28579,                0.78981,                0.84649,                0.73754,                0.80239,                0.64725,                0.35964,                0.28232,                0.77835,             0.00034227,             0.00034227,             0.00034227
                    183,                0.40005,                0.28675,                0.79219,                0.85025,                0.73728,                0.80407,                0.64917,                0.35937,                0.28108,                0.77822,             0.00031882,             0.00031882,             0.00031882
                    184,                0.40252,                0.29046,                0.78911,                0.85148,                0.74098,                0.80614,                 0.6515,                0.35892,                0.28054,                0.77823,             0.00029655,             0.00029655,             0.00029655
                    185,                0.40498,                0.28844,                0.79013,                0.85116,                 0.7435,                0.80788,                0.65238,                0.35835,                0.27977,                0.77813,             0.00027544,             0.00027544,             0.00027544
                    186,                0.40129,                0.28535,                0.79221,                0.85368,                0.74526,                0.80957,                0.65428,                0.35784,                0.27904,                0.77813,             0.00025551,             0.00025551,             0.00025551
                    187,                0.40118,                0.28445,                0.79064,                0.85651,                0.74675,                0.81118,                0.65579,                0.35751,                 0.2781,                0.77802,             0.00023677,             0.00023677,             0.00023677
                    188,                0.40305,                0.28592,                0.78997,                0.86056,                0.74736,                 0.8127,                0.65733,                 0.3573,                0.27752,                0.77795,             0.00021921,             0.00021921,             0.00021921
                    189,                0.39997,                  0.284,                0.78953,                0.85976,                0.74842,                0.81452,                0.65888,                0.35714,                0.27729,                0.77793,             0.00020285,             0.00020285,             0.00020285
                    190,                0.39968,                0.28504,                0.78909,                0.86225,                0.74936,                0.81604,                0.66095,                0.35675,                0.27701,                0.77783,             0.00018768,             0.00018768,             0.00018768
                    191,                0.39019,                0.27641,                0.78864,                0.85827,                0.75207,                0.81706,                0.66228,                0.35674,                0.27708,                0.77781,             0.00017371,             0.00017371,             0.00017371
                    192,                0.38443,                0.26849,                0.78823,                0.86357,                0.75254,                0.81832,                 0.6636,                0.35665,                0.27661,                0.77782,             0.00016094,             0.00016094,             0.00016094
                    193,                0.38263,                0.26887,                0.78779,                0.86572,                0.75325,                0.81965,                 0.6652,                0.35629,                0.27628,                0.77775,             0.00014938,             0.00014938,             0.00014938
                    194,                0.38295,                0.26604,                0.78628,                0.86789,                0.75411,                 0.8207,                0.66639,                0.35602,                0.27568,                0.77767,             0.00013903,             0.00013903,             0.00013903
                    195,                 0.3821,                0.26674,                0.78574,                0.86246,                0.75818,                0.82225,                0.66778,                0.35573,                0.27552,                0.77759,             0.00012989,             0.00012989,             0.00012989
                    196,                0.38222,                0.26412,                0.78638,                0.85944,                0.76139,                0.82324,                0.66864,                0.35563,                0.27525,                0.77751,             0.00012197,             0.00012197,             0.00012197
                    197,                0.38234,                0.26606,                0.78936,                0.86008,                0.76336,                0.82436,                0.66935,                0.35562,                0.27515,                0.77744,             0.00011526,             0.00011526,             0.00011526
                    198,                0.38137,                0.26544,                0.78472,                0.86711,                0.76098,                 0.8251,                0.67039,                0.35537,                0.27522,                0.77735,             0.00010977,             0.00010977,             0.00010977
                    199,                0.38154,                0.26553,                0.78642,                 0.8613,                 0.7663,                0.82566,                0.67144,                0.35514,                0.27469,                0.77733,              0.0001055,              0.0001055,              0.0001055
                    200,                0.38011,                0.26562,                0.78612,                0.86073,                0.76699,                  0.827,                0.67228,                  0.355,                0.27444,                0.77734,             0.00010244,             0.00010244,             0.00010244
