                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.33094,                0.25359,                0.81577,                 0.9777,                0.89009,                0.94087,                 0.8504,                0.29438,                0.22475,                0.80275,              0.0010916,              0.0010916,              0.0010916
                    162,                0.32661,                0.24625,                0.81578,                0.97745,                0.89049,                  0.941,                0.85035,                0.29417,                0.22438,                0.80273,              0.0010454,              0.0010454,              0.0010454
                    163,                0.32812,                 0.2481,                0.81511,                0.97551,                0.89154,                0.94117,                0.84988,                0.29398,                 0.2245,                0.80266,              0.0010002,              0.0010002,              0.0010002
                    164,                0.32954,                0.24634,                0.81626,                0.97606,                0.89142,                0.94132,                0.85062,                0.29375,                0.22426,                0.80258,             0.00095595,             0.00095595,             0.00095595
                    165,                0.32683,                0.24464,                0.81413,                0.97593,                0.89154,                0.94141,                0.85138,                 0.2935,                0.22443,                0.80246,             0.00091275,             0.00091275,             0.00091275
                    166,                0.32459,                0.24463,                0.81339,                0.97586,                0.89156,                0.94143,                 0.8518,                0.29359,                0.22423,                0.80235,             0.00087058,             0.00087058,             0.00087058
                    167,                0.32498,                0.24379,                0.81337,                0.97654,                0.89136,                0.94158,                0.85207,                0.29353,                 0.2243,                0.80229,             0.00082943,             0.00082943,             0.00082943
                    168,                0.32729,                0.24743,                0.81782,                0.97624,                0.89167,                0.94175,                0.85199,                0.29313,                0.22438,                0.80219,             0.00078933,             0.00078933,             0.00078933
                    169,                0.32384,                0.24389,                 0.8114,                0.97641,                0.89172,                0.94184,                0.85204,                0.29287,                0.22402,                0.80207,             0.00075027,             0.00075027,             0.00075027
                    170,                0.32432,                0.24536,                 0.8119,                0.97676,                0.89157,                0.94187,                0.85253,                0.29288,                0.22375,                0.80203,             0.00071228,             0.00071228,             0.00071228
                    171,                0.32218,                0.24174,                0.81259,                0.97666,                0.89167,                0.94202,                0.85256,                0.29275,                0.22373,                0.80199,             0.00067536,             0.00067536,             0.00067536
                    172,                0.31877,                0.23855,                0.81212,                0.97664,                0.89174,                0.94226,                0.85234,                0.29251,                0.22351,                0.80181,             0.00063952,             0.00063952,             0.00063952
                    173,                0.31833,                0.23966,                0.81244,                 0.9769,                0.89142,                0.94235,                0.85292,                0.29247,                0.22384,                 0.8017,             0.00060476,             0.00060476,             0.00060476
                    174,                0.32199,                0.24096,                0.81222,                0.97705,                0.89156,                0.94251,                 0.8523,                0.29258,                0.22401,                0.80164,             0.00057111,             0.00057111,             0.00057111
                    175,                0.31897,                0.23908,                0.81024,                0.96964,                0.89862,                0.94254,                0.85212,                0.29263,                0.22377,                0.80149,             0.00053855,             0.00053855,             0.00053855
                    176,                0.31762,                0.23768,                0.81469,                0.97768,                0.89218,                0.94276,                0.85238,                 0.2924,                 0.2237,                0.80135,             0.00050711,             0.00050711,             0.00050711
                    177,                 0.3169,                0.23853,                0.80933,                0.97754,                0.89253,                0.94292,                0.85189,                0.29235,                0.22355,                0.80131,              0.0004768,              0.0004768,              0.0004768
                    178,                0.31596,                0.23383,                0.81048,                0.97777,                0.89252,                0.94278,                0.85174,                0.29235,                0.22362,                0.80125,             0.00044761,             0.00044761,             0.00044761
                    179,                0.31684,                0.23775,                0.81232,                0.97787,                0.89256,                0.94302,                0.85186,                 0.2923,                 0.2235,                0.80122,             0.00041955,             0.00041955,             0.00041955
                    180,                0.31535,                0.23611,                0.81289,                 0.9784,                0.89235,                 0.9429,                0.85077,                0.29218,                0.22309,                0.80113,             0.00039264,             0.00039264,             0.00039264
                    181,                0.31732,                0.23411,                0.81459,                0.97811,                0.89253,                0.94297,                 0.8516,                0.29206,                0.22308,                 0.8011,             0.00036688,             0.00036688,             0.00036688
                    182,                0.31417,                0.23737,                0.80644,                0.97863,                0.89224,                0.94304,                0.85187,                0.29204,                 0.2231,                0.80092,             0.00034227,             0.00034227,             0.00034227
                    183,                0.31295,                0.23281,                 0.8117,                 0.9737,                0.89507,                0.94322,                0.85192,                0.29168,                0.22333,                 0.8008,             0.00031882,             0.00031882,             0.00031882
                    184,                0.31125,                0.23192,                0.80999,                 0.9742,                0.89471,                0.94335,                0.85195,                0.29158,                0.22288,                0.80074,             0.00029655,             0.00029655,             0.00029655
                    185,                0.31278,                0.23488,                0.81188,                 0.9744,                0.89463,                 0.9434,                 0.8517,                0.29137,                0.22296,                0.80067,             0.00027544,             0.00027544,             0.00027544
                    186,                0.31484,                0.23495,                0.81105,                0.97439,                0.89476,                 0.9434,                0.85158,                 0.2914,                0.22271,                0.80059,             0.00025551,             0.00025551,             0.00025551
                    187,                0.31126,                0.23282,                0.80942,                0.97068,                 0.9005,                0.94349,                 0.8519,                0.29125,                0.22254,                0.80048,             0.00023677,             0.00023677,             0.00023677
                    188,                 0.3133,                0.23186,                0.81266,                0.97118,                0.89942,                0.94354,                0.85195,                0.29104,                0.22256,                0.80043,             0.00021921,             0.00021921,             0.00021921
                    189,                0.30969,                0.23152,                0.81021,                 0.9712,                    0.9,                0.94361,                0.85236,                 0.2909,                0.22261,                0.80031,             0.00020285,             0.00020285,             0.00020285
                    190,                0.31018,                0.23023,                0.80912,                0.97135,                0.89998,                0.94366,                0.85234,                0.29081,                0.22218,                0.80015,             0.00018768,             0.00018768,             0.00018768
                    191,                0.29319,                0.21417,                0.80173,                0.97128,                0.90023,                0.94367,                0.85333,                0.29053,                0.22219,                0.80006,             0.00017371,             0.00017371,             0.00017371
                    192,                0.29083,                0.21131,                0.79923,                0.97122,                0.90024,                0.94389,                0.85355,                0.28994,                0.22199,                0.79988,             0.00016094,             0.00016094,             0.00016094
                    193,                0.28604,                0.20735,                  0.801,                0.97123,                 0.9003,                0.94393,                0.85351,                0.28978,                0.22162,                0.79978,             0.00014938,             0.00014938,             0.00014938
                    194,                0.28866,                0.20803,                0.80047,                0.97097,                0.90052,                0.94419,                0.85334,                0.28975,                0.22169,                0.79961,             0.00013903,             0.00013903,             0.00013903
                    195,                0.28476,                0.20659,                0.79982,                0.97086,                0.90076,                0.94428,                 0.8539,                0.28944,                0.22125,                0.79948,             0.00012989,             0.00012989,             0.00012989
                    196,                 0.2838,                0.20706,                 0.8012,                0.97065,                0.90087,                0.94435,                0.85362,                0.28921,                0.22119,                0.79939,             0.00012197,             0.00012197,             0.00012197
                    197,                0.28496,                0.20612,                0.80174,                0.97055,                0.90115,                0.94445,                0.85363,                0.28898,                0.22107,                0.79923,             0.00011526,             0.00011526,             0.00011526
                    198,                0.28604,                 0.2076,                0.80183,                 0.9701,                0.90197,                0.94446,                0.85451,                0.28893,                0.22086,                0.79915,             0.00010977,             0.00010977,             0.00010977
                    199,                0.28461,                0.20488,                0.79998,                0.97029,                0.90202,                0.94465,                0.85401,                0.28903,                0.22049,                0.79906,              0.0001055,              0.0001055,              0.0001055
                    200,                0.28669,                0.20797,                0.80034,                0.97196,                0.89962,                0.94471,                0.85484,                0.28847,                0.22034,                0.79893,             0.00010244,             0.00010244,             0.00010244
